Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Appel de demande d'intégration export en vrac avec les données des articles dans les bons de commandes,OBCS-11542,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.03,27/oct./25 07:49,Appel de demande d'intégration export en vrac avec les données des articles dans les bons de commandes,Explication en ligne,Appel Téléphonique,SIE-TRAVAUX,,Requête,Opérations
Appel pour demande d'accès comptable identique à Mme Bini,OBCS-11541,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.58,27/oct./25 07:35,Appel pour demande d'accès comptable identique à Mme Bini,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
Appel pour gestion de mail non envoyé aux équipes K&D,OBCS-11401,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.52,19/oct./25 07:22,Appel pour gestion de mail non envoyé aux équipes K&D,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,Global
Planification séance de travail avec la nouvelle RH,OBCS-11400,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.33,19/oct./25 07:19,Planification séance de travail avec la nouvelle RH,Explication en ligne,Appel Téléphonique,SIE-TRAVAUX,,Planning Séance de travail,RH
Appel pour relancer sur séance de travail avec équipe Cameroun,OBCS-11399,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.41,19/oct./25 07:17,Appel pour relancer sur séance de travail avec équipe Cameroun,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,CRM
Rappel pour compte non crée au niveau de la comptabilité,OBCS-11398,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.34,19/oct./25 07:14,Rappel pour compte non crée au niveau de la comptabilité,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,Finance
Appel pour planification de séance sur compta analytique,OBCS-11397,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.43,19/oct./25 07:12,Appel pour planification de séance sur compta analytique,Explication en ligne,Appel Téléphonique,SIT BTP,,Planning Séance de travail,Finance
Appel pour assistance sur rubrique à reparamétrer,OBCS-11289,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.5,12/oct./25 09:36,Appel pour assistance sur rubrique à reparamétrer,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,RH
Appel pour relance sur facture. Proposition de déposer 2 factures,OBCS-11288,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.38,12/oct./25 09:31,Appel pour relance sur facture. Proposition de déposer 2 factures,Explication en ligne,Appel Téléphonique,WITTI,,Assistance,Global
Appel pour rassurer sur le traitement des numérotations de BC + modèle à jour du BC,OBCS-11287,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.59,12/oct./25 09:26,Appel pour rassurer sur le traitement des numérotations de BC + modèle à jour du BC,Explication en ligne,Appel Téléphonique,SIT BTP,,Relance sur Bug en cours,Opérations
Appel pour demander suppression d'un utilisateur,OBCS-11283,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.44,12/oct./25 09:21,Appel pour demander suppression d'un utilisateur,Explication en ligne,Appel Téléphonique,JOEL K PROPERTIES,,Assistance,Global
Rappel après Appel manqué pour prise de RDV pour l'équipe Aric Cameroun,OBCS-11277,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.3,12/oct./25 09:15,Rappel après Appel manqué pour prise de RDV pour l'équipe Aric Cameroun,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,CRM
Appel pour signaler traitement du point et affichage des bulletins sans duplicata,OBCS-11275,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.14,12/oct./25 09:09,Appel pour signaler traitement du point et affichage des bulletins sans duplicata,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Relance sur Bug en cours,RH
Appel pour signaler duplicata sur les bulletin même sans avoir choisir l'option dans les paramétrages,OBCS-11274,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.25,12/oct./25 09:05,Appel pour signaler duplicata sur les bulletin même sans avoir choisir l'option dans les paramétrages,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Bug,RH
Appel pour signifier traitement définitif du bug sur les livres de paie,OBCS-11273,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.38,12/oct./25 09:01,Appel pour signifier traitement définitif du bug sur les livres de paie,Explication en ligne,Appel Téléphonique,ARIC,,Bug,RH
Appel pour signifier traitement du bug sur les livres de paie en cours,OBCS-11272,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.25,12/oct./25 08:59,Appel pour signifier traitement du bug sur les livres de paie en cours,Explication en ligne,Appel Téléphonique - BIS,ARIC,,Relance sur Bug en cours,RH
Appel pour signaler stagiaire n'apparaissant pas dans la paie + pb bulletin + Livre de paie,OBCS-11271,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.48,12/oct./25 08:56,Appel pour signaler stagiaire n'apparaissant pas dans la paie + pb bulletin + Livre de paie,Explication en ligne,Chat WhatsApp,ARIC,,Bug,RH
Rappel après appel manqué pour sujet FNE + Intégration nouvelle entité,OBCS-11218,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.31,05/oct./25 08:08,Rappel après appel manqué pour sujet FNE + Intégration nouvelle entité,Explication en ligne,Appel Téléphonique,JOEL K PROPERTIES,,Autres,Opérations
Appel pour demande de création de rubrique de paie,OBCS-11217,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.05,05/oct./25 08:06,Appel pour demande de création de rubrique de paie,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,RH
Rappel pour signaler problème persistant sur demande d'absence et congés,OBCS-11215,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.39,05/oct./25 08:00,Rappel pour signaler problème persistant sur demande d'absence et congés,Explication en ligne,Appel Téléphonique,AFREX/MEHO CAPITAL,,Relance sur Bug en cours,RH
Rappel après appel manqué pour point sur enregistrement de congé impossible,OBCS-11214,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.58,05/oct./25 07:58,Rappel après appel manqué pour point sur enregistrement de congé impossible,Explication en ligne,Appel Téléphonique,AFREX/MEHO CAPITAL,,Assistance,RH
Appel pour demander l'édition et l'enregistrement à nouveau des BC après intégration des numéros automatiques,OBCS-11213,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.17,05/oct./25 07:55,Appel pour demander l'édition et l'enregistrement à nouveau des BC après intégration des numéros automatiques,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Opérations
Appel pour demande de test sur l'intégration des numéros de bon de commande,OBCS-11212,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.11,05/oct./25 07:53,Appel pour demande de test sur l'intégration des numéros de bon de commande,Explication en ligne,Appel Téléphonique,ARIC,,Autres,Opérations
Assistance sur écriture manuelle + caisse,OBCS-11211,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.25,05/oct./25 07:51,Assistance sur écriture manuelle + caisse,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
Appel pour assistance sur client qui n'apparait pas dans les tiers,OBCS-11210,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.05,05/oct./25 07:49,Appel pour assistance sur client qui n'apparait pas dans les tiers,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Opérations
Appel pour validation chronogramme de formations,OBCS-11143,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.25,28/sept./25 19:28,Appel pour validation chronogramme de formations,Explication en ligne,Appel Téléphonique,ETS MAB,,Planning Séance de travail,Global
Rappel après manqué pour planif séance sur workflows,OBCS-11142,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.2,28/sept./25 19:24,Rappel après manqué pour planif séance sur workflows,Explication en ligne,Appel WhatsApp,KOFFI & DIABATE,,Assistance,Global
"Assistance pour la paie, suppression de collaborateur + relance paie",OBCS-11141,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.13,28/sept./25 19:21,"Assistance pour la paie, suppression de collaborateur + relance paie",Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,RH
"Assistance pour la paie, suppression de collaborateur + relance paie",OBCS-11140,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.19,28/sept./25 19:19,"Assistance pour la paie, suppression de collaborateur + relance paie",Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,RH
Rappel après appel après manqué pour relancer sur démarrage des RH,OBCS-11138,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.11,28/sept./25 19:11,Rappel après appel après manqué pour relancer sur démarrage des RH,Explication en ligne,Appel Téléphonique,SIS,,Assistance,RH
Appel pour relancer sur requêtes en attente + Point sur les réalisés,OBCS-11137,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.2,28/sept./25 19:06,Appel pour relancer sur requêtes en attente + Point sur les réalisés,Explication en ligne,Appel Téléphonique,SIE-TRAVAUX,,Relance sur Requête en cours,Global
Appel pour annoncer ma présence pour dépôt de proforma,OBCS-11136,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.08,28/sept./25 19:02,Appel pour annoncer ma présence pour dépôt de proforma,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,Global
Appel de M. Ariko pour détail sur proforma à fournir pour paiement,OBCS-11135,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.51,28/sept./25 18:58,Appel de M. Ariko pour détail sur proforma à fournir pour paiement,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,Global
Appel pour relancer sujet de programmation multiples + exécution de règlement fournisseurs en devise Euro au lien de FCFA,OBCS-11134,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.44,28/sept./25 18:54,Appel pour relancer sujet de programmation multiples + exécution de règlement fournisseurs en devise Euro au lien de FCFA,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Paiement
Appel pour relancer sujet de programmation de règlement fournisseur multiples,OBCS-11133,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.5,28/sept./25 18:52,Appel pour relancer sujet de programmation de règlement fournisseur multiples,Explication en ligne,Appel Téléphonique,ARIC,,Relance sur Requête en cours,Opérations
Appel pour planning séance de formation pour les RH + Démarrage FInances,OBCS-11085,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,15.5,22/sept./25 07:39,Appel pour planning séance de formation pour les RH + Démarrage FInances,Explication en ligne,Appel Téléphonique,AFREX/MEHO CAPITAL,,Planning Séance de travail,RH
Appel afin de planifier démarrage des formations à partir de semaine prochaine,OBCS-11080,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.43,22/sept./25 06:17,Appel afin de planifier démarrage des formations à partir de semaine prochaine,Explication en ligne,Appel Téléphonique,ETS MAB,,Planning Séance de travail,Global
Appel pour demande d'accès à CRM comme commercial interne pour Souare,OBCS-10936,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.14,14/sept./25 12:31,Appel pour demande d'accès à CRM comme commercial interne pour Souare,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,CRM
Appel pour planning séance de formation pour la Finances,OBCS-10934,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.13,14/sept./25 12:26,Appel pour planning séance de formation pour la Finances,Explication en ligne,Appel Téléphonique,AFREX/MEHO CAPITAL,,Planning Séance de travail,Finance
Appel pour état d'avancement intégration Process de vente,OBCS-10932,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.52,14/sept./25 12:23,Appel pour état d'avancement intégration Process de vente,Explication en ligne,Appel Téléphonique,LABOGEM,,Relance sur Requête en cours,Opérations
Appel pour prise de RDV pour présentation devis avec M. Kanaté,OBCS-10929,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.01,14/sept./25 12:15,Appel pour prise de RDV pour présentation devis avec M. Kanaté,Explication en ligne,Appel Téléphonique,LABOGEM,,Planning Séance de travail,Opérations
Appel pour signaler traitement du point (salarié apparaissant dans le livre de paie général + salaire),OBCS-10928,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.31,14/sept./25 12:12,Appel pour signaler traitement du point (salarié apparaissant dans le livre de paie général + salaire),Explication en ligne,Appel Téléphonique,ARIC,,Assistance,RH
Appel pour demander prise en charge rapide avant fin de journée pour les déclarations sociales,OBCS-10927,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.08,14/sept./25 12:10,Appel pour demander prise en charge rapide avant fin de journée pour les déclarations sociales,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,RH
Appel pour signaler réception de mail et prise en compte en traitement,OBCS-10926,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.25,14/sept./25 12:07,Appel pour signaler réception de mail et prise en compte en traitement,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,RH
Appel pour demander l'intégration de Numéro de pièce dans le grand-livre,OBCS-10925,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.36,14/sept./25 12:04,Appel pour demander l'intégration de Numéro de pièce dans le grand-livre,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,Finance
Appel pour confirmer séance de travail du jour + Position du support,OBCS-10924,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.31,14/sept./25 12:02,Appel pour confirmer séance de travail du jour + Position du support,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Autres,Global
Appel pour revue mise à jour des encaissements (Avance liée à facture),OBCS-10923,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,7.45,14/sept./25 11:58,Appel pour revue mise à jour des encaissements (Avance liée à facture),Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Opérations
Appel pour signaler non déversement des opérations de caisse au moment de faire un retour de monnaie (Mois d'Août et Septembre),OBCS-10922,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.46,14/sept./25 11:55,Appel pour signaler non déversement des opérations de caisse au moment de faire un retour de monnaie (Mois d'Août et Septembre),Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
Appel pour demande d'assistance sur caisse et création de compte pour un salarié,OBCS-10921,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.03,14/sept./25 11:52,Appel pour demande d'assistance sur caisse et création de compte pour un salarié,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
Appel pour échanges sur accès Projets + Compta ana de Thibault,OBCS-10920,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.2,14/sept./25 11:48,Appel pour échanges sur accès Projets + Compta ana de Thibault,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
"Appel pour débrief sur CRM, sur filtre Date de création et Commercial",OBCS-10919,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,11.02,14/sept./25 11:43,"Appel pour débrief sur CRM, sur filtre Date de création et Commercial",Explication en ligne,Appel Téléphonique,ARIC,,Assistance,CRM
Séance de travail avec Kramo pour échange sur problème doublon compta ana + livres analytiques,OBCS-10869,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,30,08/sept./25 16:56,Séance de travail avec Kramo pour échange sur problème doublon compta ana + livres analytiques,Explication en ligne,"Online (Google Meet, Teams...)",ARIC,,Assistance,Finance
Appel pour avoir des informations sur la gestion de l'historique des congés pour mise à jour,OBCS-10745,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.38,25/août/25 15:36,Appel pour avoir des informations sur la gestion de l'historique des congés pour mise à jour,Explication en ligne,Appel Téléphonique,FIRST CAPITAL,,Assistance,RH
Rappel après appel manqué pour explication sur état traitement client (grand-livre tier + interrogation de compte),OBCS-10743,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.28,25/août/25 12:26,Rappel après appel manqué pour explication sur état traitement client (grand-livre tier + interrogation de compte),Explication en ligne,Appel Téléphonique,ARIC,,Assistance,Finance
Rappel après échange SMS pour expliquer process d'avance sur salaire ou prêt,OBCS-10742,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.48,25/août/25 12:15,Rappel après échange SMS pour expliquer process d'avance sur salaire ou prêt,Explication en ligne,Appel Téléphonique,ARIC,,Autres,RH
